task_id,date,rater,correct_answer_3,correct_answer_5,rater_answer_3,rater_answer_5,rater_correct_3,rater_correct_5
6869,09/10/2005,A,High,Great,Average,Intermediate,False,False
7172,25/10/2005,D,High,Intermediate,Low,Exceptional,False,False
637,07/10/2005,B,Average,Intermediate,Low,Bad,False,False
6461,04/10/2005,E,High,Exceptional,Low,Bad,False,False
3922,21/10/2005,C,High,Great,High,Bad,True,False
4528,07/10/2005,D,Average,Exceptional,Low,Bad,False,False
5417,03/10/2005,C,Low,Okay,Low,Bad,True,False
3242,05/10/2005,C,Average,Intermediate,Average,Bad,True,False
5542,05/10/2005,A,Low,Bad,Low,Exceptional,True,False
5178,06/10/2005,E,Average,Intermediate,High,Okay,False,False
2584,13/10/2005,E,High,Great,High,Exceptional,True,False
7383,01/10/2005,D,High,Intermediate,Low,Okay,False,False
8857,25/10/2005,E,Average,Great,Low,Okay,False,False
4214,20/10/2005,D,Average,Great,High,Intermediate,False,False
9023,11/10/2005,D,Average,Great,Low,Bad,False,False
6102,02/10/2005,A,High,Bad,High,Bad,True,True
6134,22/10/2005,D,Average,Intermediate,High,Okay,False,False
7426,11/10/2005,C,Low,Intermediate,Low,Bad,True,False
3709,08/10/2005,D,Average,Exceptional,Average,Exceptional,True,True
2315,09/10/2005,D,Average,Exceptional,Average,Exceptional,True,True
7745,10/10/2005,D,Low,Okay,Average,Intermediate,False,False
1478,24/10/2005,B,High,Bad,Low,Intermediate,False,False
1352,13/10/2005,B,Low,Exceptional,Low,Okay,True,False
222,15/10/2005,E,High,Bad,Low,Okay,False,False
5341,02/10/2005,B,High,Okay,Low,Exceptional,False,False
5073,09/10/2005,C,Low,Intermediate,Average,Great,False,False
3957,18/10/2005,D,Average,Bad,Low,Bad,False,True
189,23/10/2005,C,Average,Intermediate,Low,Exceptional,False,False
389,25/10/2005,E,Low,Exceptional,Low,Exceptional,True,True
9303,19/10/2005,A,Average,Bad,Average,Bad,True,True
1460,01/10/2005,C,Average,Exceptional,Average,Bad,True,False
1960,26/10/2005,A,Average,Intermediate,Low,Intermediate,False,True
4238,13/10/2005,B,Average,Bad,High,Great,False,False
3125,11/10/2005,E,High,Bad,Low,Okay,False,False
3529,26/10/2005,A,Average,Intermediate,Low,Bad,False,False
8337,24/10/2005,B,High,Okay,Average,Okay,False,True
1735,08/10/2005,B,High,Bad,Low,Exceptional,False,False
8706,02/10/2005,A,Average,Okay,Low,Okay,False,True
5275,08/10/2005,E,High,Bad,Average,Great,False,False
3143,08/10/2005,A,Average,Okay,Low,Okay,False,True
4966,01/10/2005,A,Average,Bad,Low,Great,False,False
7337,26/10/2005,C,Average,Great,Low,Intermediate,False,False
5941,10/10/2005,A,Low,Exceptional,Low,Bad,True,False
7954,29/10/2005,A,Low,Exceptional,Average,Intermediate,False,False
4597,05/10/2005,A,Low,Exceptional,High,Great,False,False
3229,30/10/2005,B,High,Exceptional,Low,Okay,False,False
822,01/10/2005,A,Average,Intermediate,Low,Bad,False,False
8888,29/10/2005,A,Average,Intermediate,Average,Exceptional,True,False
44,05/10/2005,E,Low,Intermediate,High,Exceptional,False,False
9049,23/10/2005,C,High,Intermediate,Low,Exceptional,False,False
7533,14/10/2005,D,High,Okay,Average,Exceptional,False,False
8454,10/10/2005,B,Low,Okay,Low,Great,True,False
8249,06/10/2005,C,Low,Bad,Low,Bad,True,True
8689,23/10/2005,C,Low,Great,High,Great,False,True
2156,14/10/2005,D,Low,Okay,High,Bad,False,False
8794,08/10/2005,D,High,Bad,Average,Bad,False,True
35,17/10/2005,D,Low,Intermediate,Average,Exceptional,False,False
1085,12/10/2005,D,Average,Exceptional,Low,Bad,False,False
4031,25/10/2005,A,Average,Great,High,Bad,False,False
4279,24/10/2005,B,Average,Intermediate,High,Okay,False,False
471,15/10/2005,C,High,Okay,Low,Intermediate,False,False
4551,05/10/2005,E,Average,Great,High,Great,False,True
180,28/10/2005,D,Low,Great,High,Great,False,True
5967,11/10/2005,C,Average,Okay,Average,Intermediate,True,False
458,20/10/2005,B,High,Exceptional,High,Exceptional,True,True
959,30/10/2005,D,High,Exceptional,High,Bad,True,False
4683,04/10/2005,B,Low,Okay,Low,Okay,True,True
5209,06/10/2005,B,Average,Bad,High,Okay,False,False
6988,24/10/2005,C,Low,Intermediate,High,Okay,False,False
4696,10/10/2005,A,Low,Okay,Low,Intermediate,True,False
3064,24/10/2005,B,Average,Great,Low,Bad,False,False
4553,28/10/2005,E,High,Exceptional,High,Intermediate,True,False
5713,30/10/2005,A,Average,Great,High,Okay,False,False
8947,01/10/2005,C,Average,Intermediate,High,Exceptional,False,False
411,06/10/2005,E,Average,Intermediate,High,Bad,False,False
8818,11/10/2005,A,Average,Intermediate,Low,Great,False,False
8177,19/10/2005,B,High,Bad,High,Intermediate,True,False
8071,02/10/2005,A,High,Bad,Average,Bad,False,True
2371,22/10/2005,A,High,Intermediate,Average,Exceptional,False,False
8176,20/10/2005,C,High,Great,Average,Bad,False,False
6804,03/10/2005,A,Average,Okay,Average,Bad,True,False
3727,14/10/2005,A,High,Intermediate,Average,Great,False,False
259,14/10/2005,A,High,Exceptional,High,Exceptional,True,True
1564,28/10/2005,D,Average,Bad,Low,Okay,False,False
3289,28/10/2005,A,Average,Great,Average,Intermediate,True,False
2547,14/10/2005,E,Average,Great,High,Intermediate,False,False
390,15/10/2005,E,Low,Bad,Average,Exceptional,False,False
2773,21/10/2005,E,Average,Exceptional,High,Intermediate,False,False
7268,10/10/2005,A,Low,Okay,High,Okay,False,True
2176,19/10/2005,C,High,Intermediate,Low,Great,False,False
2348,10/10/2005,A,High,Bad,Average,Bad,False,True
6151,16/10/2005,B,High,Great,Average,Exceptional,False,False
3500,28/10/2005,B,High,Exceptional,High,Great,True,False
8690,19/10/2005,E,High,Bad,Average,Exceptional,False,False
3486,06/10/2005,C,High,Great,Low,Bad,False,False
5366,10/10/2005,B,Low,Great,High,Great,False,True
1305,13/10/2005,C,Average,Exceptional,Average,Great,True,False
7433,01/10/2005,A,Low,Exceptional,High,Great,False,False
525,11/10/2005,A,Low,Bad,Average,Intermediate,False,False
3660,21/10/2005,E,High,Intermediate,Average,Intermediate,False,True
7846,19/10/2005,E,Average,Intermediate,Average,Bad,True,False
7448,25/10/2005,D,High,Intermediate,High,Okay,True,False
6364,28/10/2005,D,High,Bad,Low,Great,False,False
6274,08/10/2005,A,High,Exceptional,Low,Great,False,False
2053,21/10/2005,B,Average,Intermediate,High,Exceptional,False,False
1535,16/10/2005,D,High,Exceptional,Average,Exceptional,False,True
3690,27/10/2005,A,Average,Intermediate,Low,Intermediate,False,True
9566,26/10/2005,D,High,Bad,Low,Okay,False,False
6989,30/10/2005,B,Low,Okay,Average,Great,False,False
2215,09/10/2005,E,Low,Exceptional,Average,Intermediate,False,False
5997,09/10/2005,B,High,Intermediate,Low,Bad,False,False
190,23/10/2005,C,High,Great,Low,Okay,False,False
8728,13/10/2005,A,Average,Bad,High,Intermediate,False,False
7991,28/10/2005,C,Average,Okay,Low,Okay,False,True
186,11/10/2005,D,Average,Great,High,Bad,False,False
3273,06/10/2005,E,Average,Okay,Average,Great,True,False
9804,14/10/2005,C,High,Okay,High,Exceptional,True,False
974,30/10/2005,E,High,Great,Average,Exceptional,False,False
5331,15/10/2005,A,Average,Okay,High,Great,False,False
369,15/10/2005,A,Low,Okay,High,Great,False,False
5844,02/10/2005,E,High,Okay,Average,Great,False,False
7879,09/10/2005,A,Low,Bad,Average,Bad,False,True
4711,21/10/2005,A,Average,Okay,Average,Okay,True,True
3503,08/10/2005,E,High,Great,Average,Exceptional,False,False
8775,20/10/2005,C,Average,Okay,Low,Okay,False,True
5215,23/10/2005,B,High,Okay,Low,Exceptional,False,False
3393,27/10/2005,B,High,Intermediate,Low,Bad,False,False
7381,04/10/2005,D,High,Exceptional,Low,Okay,False,False
7034,30/10/2005,D,High,Great,Average,Bad,False,False
4138,26/10/2005,C,High,Exceptional,Average,Okay,False,False
209,13/10/2005,C,High,Okay,Low,Okay,False,True
5483,12/10/2005,E,Average,Bad,Average,Okay,True,False
4251,21/10/2005,D,Average,Okay,Low,Okay,False,True
3042,09/10/2005,C,High,Okay,Low,Bad,False,False
8184,07/10/2005,C,Low,Intermediate,Low,Okay,True,False
7773,04/10/2005,C,Average,Okay,Average,Great,True,False
5042,14/10/2005,A,Average,Exceptional,High,Okay,False,False
6516,04/10/2005,E,Low,Intermediate,Average,Exceptional,False,False
6906,11/10/2005,C,Low,Exceptional,High,Bad,False,False
9270,05/10/2005,D,Average,Great,High,Great,False,True
7870,17/10/2005,C,High,Great,High,Intermediate,True,False
3872,10/10/2005,B,Average,Bad,Average,Bad,True,True
1464,07/10/2005,C,Low,Okay,Low,Exceptional,True,False
5879,14/10/2005,C,High,Bad,Low,Exceptional,False,False
4342,29/10/2005,D,High,Great,Average,Intermediate,False,False
8066,25/10/2005,D,Average,Bad,Low,Intermediate,False,False
1027,17/10/2005,B,High,Intermediate,High,Intermediate,True,True
5395,01/10/2005,B,Low,Bad,Low,Intermediate,True,False
5752,17/10/2005,D,High,Exceptional,Low,Great,False,False
9813,13/10/2005,D,Average,Bad,High,Great,False,False
4780,30/10/2005,C,High,Intermediate,Average,Intermediate,False,True
9935,01/10/2005,A,Low,Great,High,Exceptional,False,False
5990,21/10/2005,E,High,Okay,Low,Great,False,False
5269,22/10/2005,B,High,Great,Low,Intermediate,False,False
5037,22/10/2005,A,Low,Great,High,Intermediate,False,False
4873,25/10/2005,D,High,Intermediate,High,Great,True,False
7215,10/10/2005,B,High,Exceptional,Low,Exceptional,False,True
6242,03/10/2005,A,Low,Bad,High,Great,False,False
7616,11/10/2005,C,Average,Great,High,Bad,False,False
3268,10/10/2005,A,High,Bad,High,Exceptional,True,False
9987,28/10/2005,D,Average,Bad,Average,Great,True,False
9967,02/10/2005,D,Low,Great,Average,Intermediate,False,False
4870,03/10/2005,B,Average,Exceptional,High,Bad,False,False
1780,11/10/2005,D,High,Great,High,Great,True,True
8230,13/10/2005,C,Low,Exceptional,High,Great,False,False
2044,14/10/2005,C,Low,Bad,High,Exceptional,False,False
4102,03/10/2005,B,Average,Great,High,Bad,False,False
507,29/10/2005,B,Low,Bad,Low,Bad,True,True
6536,23/10/2005,D,Average,Exceptional,Average,Great,True,False
9799,14/10/2005,A,High,Exceptional,Average,Great,False,False
9467,16/10/2005,C,High,Okay,Low,Intermediate,False,False
953,13/10/2005,E,Average,Bad,High,Intermediate,False,False
9257,10/10/2005,C,Low,Okay,Low,Bad,True,False
8936,17/10/2005,D,Average,Intermediate,High,Great,False,False
7443,01/10/2005,B,High,Exceptional,Low,Bad,False,False
7252,24/10/2005,B,Average,Great,Low,Bad,False,False
3928,02/10/2005,E,High,Exceptional,Average,Bad,False,False
6831,06/10/2005,A,Low,Great,Average,Exceptional,False,False
8757,11/10/2005,E,High,Exceptional,Average,Intermediate,False,False
1640,21/10/2005,A,Low,Bad,High,Intermediate,False,False
1652,20/10/2005,E,Low,Great,High,Bad,False,False
7965,09/10/2005,B,Average,Great,Average,Intermediate,True,False
3252,12/10/2005,E,High,Okay,High,Okay,True,True
9083,15/10/2005,D,Average,Great,Average,Great,True,True
8222,29/10/2005,B,Average,Intermediate,High,Intermediate,False,True
6171,10/10/2005,D,High,Intermediate,Low,Okay,False,False
1592,29/10/2005,A,Average,Exceptional,Low,Intermediate,False,False
1493,12/10/2005,E,High,Bad,High,Bad,True,True
688,16/10/2005,A,Average,Exceptional,Average,Bad,True,False
3586,12/10/2005,B,Average,Bad,High,Okay,False,False
1912,18/10/2005,A,High,Great,High,Okay,True,False
5658,11/10/2005,C,Average,Great,High,Exceptional,False,False
2191,25/10/2005,A,Average,Exceptional,Average,Bad,True,False
9341,19/10/2005,A,Low,Intermediate,High,Okay,False,False
5908,17/10/2005,B,Low,Okay,High,Intermediate,False,False
5332,16/10/2005,D,High,Great,Average,Intermediate,False,False
7406,08/10/2005,E,Average,Intermediate,Low,Exceptional,False,False
1601,01/10/2005,B,Low,Exceptional,Low,Great,True,False
6495,13/10/2005,A,Average,Great,Average,Intermediate,True,False
8428,30/10/2005,E,Average,Exceptional,Low,Okay,False,False
465,29/10/2005,B,High,Intermediate,Low,Exceptional,False,False
7657,28/10/2005,E,High,Intermediate,Low,Intermediate,False,True
1663,28/10/2005,E,Average,Great,High,Great,False,True
9123,16/10/2005,E,High,Okay,Low,Bad,False,False
4622,06/10/2005,E,Average,Great,Low,Intermediate,False,False
4938,11/10/2005,A,Average,Okay,High,Exceptional,False,False
8626,04/10/2005,C,High,Exceptional,Low,Intermediate,False,False
1646,22/10/2005,A,Average,Intermediate,Low,Bad,False,False
2248,10/10/2005,D,Low,Great,High,Okay,False,False
911,09/10/2005,C,Low,Exceptional,High,Exceptional,False,True
1376,17/10/2005,C,Average,Great,High,Okay,False,False
3913,26/10/2005,B,Low,Exceptional,High,Great,False,False
3518,23/10/2005,E,High,Exceptional,Average,Bad,False,False
8946,30/10/2005,A,Low,Great,High,Great,False,True
3797,08/10/2005,E,Low,Intermediate,Low,Great,True,False
6423,02/10/2005,E,Average,Exceptional,High,Exceptional,False,True
1831,11/10/2005,E,High,Intermediate,Low,Great,False,False
1586,30/10/2005,D,Average,Intermediate,High,Intermediate,False,True
4577,09/10/2005,D,High,Okay,Low,Bad,False,False
9869,28/10/2005,B,Average,Great,High,Great,False,True
6135,02/10/2005,A,Average,Exceptional,High,Okay,False,False
3471,29/10/2005,A,High,Okay,Average,Exceptional,False,False
3460,08/10/2005,A,Low,Bad,Low,Intermediate,True,False
4659,17/10/2005,E,High,Exceptional,Average,Okay,False,False
2153,09/10/2005,E,Average,Exceptional,High,Great,False,False
7436,19/10/2005,E,Low,Great,High,Okay,False,False
6705,18/10/2005,E,High,Bad,Low,Bad,False,True
8612,08/10/2005,E,Average,Bad,High,Great,False,False
2269,08/10/2005,E,High,Okay,High,Okay,True,True
133,09/10/2005,A,High,Exceptional,Low,Okay,False,False
9169,24/10/2005,B,High,Great,Low,Exceptional,False,False
7149,07/10/2005,C,Low,Bad,Average,Great,False,False
167,18/10/2005,E,Average,Bad,Low,Intermediate,False,False
6260,08/10/2005,D,Low,Great,Low,Great,True,True
2916,20/10/2005,D,High,Bad,High,Bad,True,True
6463,17/10/2005,E,High,Okay,High,Okay,True,True
9264,08/10/2005,B,Average,Bad,Average,Okay,True,False
1467,23/10/2005,D,Average,Exceptional,Low,Intermediate,False,False
1651,14/10/2005,E,Low,Great,Low,Okay,True,False
939,01/10/2005,A,High,Exceptional,Average,Bad,False,False
2453,02/10/2005,D,Average,Intermediate,High,Great,False,False
4449,14/10/2005,A,Average,Intermediate,Average,Exceptional,True,False
3765,08/10/2005,A,High,Exceptional,High,Exceptional,True,True
8966,25/10/2005,D,Average,Bad,High,Intermediate,False,False
1924,10/10/2005,A,Low,Okay,High,Exceptional,False,False
9140,24/10/2005,B,High,Great,Average,Great,False,True
8238,02/10/2005,C,High,Intermediate,Average,Okay,False,False
4959,04/10/2005,C,Average,Intermediate,Low,Okay,False,False
6895,19/10/2005,C,Low,Bad,High,Okay,False,False
4313,21/10/2005,A,High,Okay,Low,Great,False,False
6924,09/10/2005,C,Average,Intermediate,Low,Okay,False,False
4813,17/10/2005,C,High,Intermediate,Average,Exceptional,False,False
6372,09/10/2005,D,Low,Intermediate,Average,Intermediate,False,True
7147,04/10/2005,E,High,Intermediate,High,Bad,True,False
3246,16/10/2005,B,Low,Intermediate,Low,Great,True,False
3999,29/10/2005,C,Low,Exceptional,Low,Great,True,False
5782,07/10/2005,B,Low,Okay,Average,Great,False,False
4845,26/10/2005,B,High,Okay,Low,Intermediate,False,False
4419,29/10/2005,A,Average,Exceptional,High,Great,False,False
94,03/10/2005,A,Average,Exceptional,Low,Great,False,False
7231,04/10/2005,B,Low,Exceptional,High,Exceptional,False,True
7838,06/10/2005,E,Average,Intermediate,Average,Okay,True,False
8262,10/10/2005,B,Average,Intermediate,Low,Bad,False,False
347,07/10/2005,B,Low,Bad,Average,Exceptional,False,False
2075,27/10/2005,D,High,Bad,Average,Intermediate,False,False
4693,09/10/2005,E,Low,Intermediate,Low,Great,True,False
932,19/10/2005,A,Low,Bad,Average,Intermediate,False,False
3604,26/10/2005,C,Low,Exceptional,High,Okay,False,False
478,20/10/2005,D,Low,Exceptional,Low,Intermediate,True,False
4980,16/10/2005,C,High,Bad,Low,Exceptional,False,False
7941,22/10/2005,A,Low,Intermediate,High,Great,False,False
4534,08/10/2005,A,High,Great,Average,Bad,False,False
7219,30/10/2005,E,Low,Bad,Low,Bad,True,True
8848,02/10/2005,C,High,Okay,Average,Okay,False,True
3118,14/10/2005,B,Average,Great,High,Bad,False,False
248,23/10/2005,E,Average,Exceptional,Low,Exceptional,False,True
5694,08/10/2005,B,High,Bad,Low,Exceptional,False,False
1231,01/10/2005,D,Average,Great,Average,Bad,True,False
892,22/10/2005,B,High,Exceptional,Low,Bad,False,False
2189,06/10/2005,C,Average,Okay,Low,Okay,False,True
6297,13/10/2005,D,High,Intermediate,Average,Bad,False,False
455,25/10/2005,A,Low,Intermediate,Low,Okay,True,False
3901,28/10/2005,E,Low,Exceptional,High,Intermediate,False,False
9242,19/10/2005,C,Low,Great,Average,Intermediate,False,False
5564,02/10/2005,B,Low,Great,Average,Exceptional,False,False
5424,30/10/2005,A,Low,Okay,Low,Exceptional,True,False
5157,28/10/2005,E,High,Intermediate,Low,Okay,False,False
8605,04/10/2005,D,High,Intermediate,Low,Intermediate,False,True
5156,17/10/2005,B,Low,Great,Low,Intermediate,True,False
8756,06/10/2005,E,Average,Intermediate,Average,Intermediate,True,True
8263,07/10/2005,A,High,Great,Low,Bad,False,False
9934,02/10/2005,C,Low,Bad,High,Intermediate,False,False
1481,12/10/2005,C,Low,Bad,High,Great,False,False
5710,17/10/2005,A,High,Intermediate,Low,Exceptional,False,False
7685,15/10/2005,E,Low,Bad,High,Exceptional,False,False
846,09/10/2005,C,Average,Bad,High,Exceptional,False,False
6579,23/10/2005,B,Low,Intermediate,High,Bad,False,False
8752,12/10/2005,D,Low,Bad,High,Great,False,False
3782,08/10/2005,B,Average,Bad,Average,Great,True,False
1715,19/10/2005,A,Average,Intermediate,High,Okay,False,False
5452,03/10/2005,C,Average,Bad,High,Okay,False,False
1015,08/10/2005,E,Low,Intermediate,Average,Intermediate,False,True
2361,10/10/2005,E,Low,Great,Average,Bad,False,False
2522,15/10/2005,A,Average,Great,Average,Bad,True,False
2362,06/10/2005,C,Average,Exceptional,High,Intermediate,False,False
2401,15/10/2005,E,Average,Intermediate,Average,Intermediate,True,True
6475,15/10/2005,A,High,Exceptional,High,Bad,True,False
8261,20/10/2005,B,Low,Great,Low,Great,True,True
8791,28/10/2005,E,High,Okay,Average,Exceptional,False,False
3424,07/10/2005,C,Average,Great,Average,Great,True,True
5225,15/10/2005,B,Low,Bad,Low,Okay,True,False
1871,12/10/2005,D,Average,Okay,High,Intermediate,False,False
3755,30/10/2005,B,Low,Exceptional,High,Bad,False,False
2025,21/10/2005,A,High,Intermediate,High,Okay,True,False
981,23/10/2005,D,Low,Great,Low,Exceptional,True,False
3512,29/10/2005,B,Low,Bad,Low,Okay,True,False
7402,20/10/2005,D,High,Exceptional,Average,Bad,False,False
7957,29/10/2005,A,Low,Great,High,Bad,False,False
8436,20/10/2005,C,Low,Bad,High,Great,False,False
6080,08/10/2005,D,Low,Okay,Average,Exceptional,False,False
6935,05/10/2005,D,Average,Okay,High,Exceptional,False,False
3977,12/10/2005,B,Average,Bad,High,Bad,False,True
5186,05/10/2005,C,Low,Okay,Low,Okay,True,True
7043,05/10/2005,A,High,Great,Low,Great,False,True
9426,14/10/2005,E,Average,Bad,High,Great,False,False
5937,03/10/2005,D,Average,Great,Low,Okay,False,False
6302,13/10/2005,A,Low,Okay,Average,Exceptional,False,False
306,30/10/2005,D,Average,Okay,Low,Bad,False,False
8218,13/10/2005,D,High,Intermediate,Low,Great,False,False
9278,11/10/2005,D,High,Okay,Average,Bad,False,False
7291,22/10/2005,C,Low,Okay,Low,Bad,True,False
6826,21/10/2005,B,Average,Exceptional,Low,Exceptional,False,True
9334,20/10/2005,B,Low,Okay,Average,Intermediate,False,False
5104,21/10/2005,A,High,Intermediate,High,Okay,True,False
5618,25/10/2005,A,High,Bad,Low,Okay,False,False
3588,08/10/2005,A,Average,Great,Average,Exceptional,True,False
3700,14/10/2005,E,Low,Exceptional,Low,Okay,True,False
9708,03/10/2005,C,High,Intermediate,Low,Okay,False,False
9178,24/10/2005,A,Low,Bad,Low,Intermediate,True,False
2007,06/10/2005,D,Average,Intermediate,Low,Bad,False,False
6391,02/10/2005,B,Low,Okay,Average,Bad,False,False
5543,23/10/2005,A,Average,Bad,Average,Great,True,False
4139,04/10/2005,B,Low,Great,High,Intermediate,False,False
3305,30/10/2005,C,Average,Okay,High,Intermediate,False,False
6776,13/10/2005,C,Low,Intermediate,Average,Okay,False,False
765,05/10/2005,E,Average,Great,Average,Bad,True,False
7913,05/10/2005,A,High,Intermediate,High,Bad,True,False
7799,25/10/2005,D,Average,Okay,Low,Great,False,False
1527,26/10/2005,D,High,Intermediate,High,Bad,True,False
3161,08/10/2005,A,Low,Bad,High,Intermediate,False,False
8297,09/10/2005,D,Average,Intermediate,Average,Bad,True,False
6400,26/10/2005,D,Low,Bad,Low,Okay,True,False
6694,30/10/2005,E,High,Intermediate,Average,Great,False,False
6070,06/10/2005,A,Average,Okay,Low,Intermediate,False,False
5489,24/10/2005,B,Average,Bad,Average,Okay,True,False
1130,07/10/2005,A,High,Bad,High,Bad,True,True
3497,20/10/2005,E,Low,Bad,Low,Exceptional,True,False
5868,26/10/2005,D,High,Intermediate,Low,Exceptional,False,False
7362,03/10/2005,E,Average,Okay,High,Exceptional,False,False
8481,01/10/2005,A,High,Bad,Low,Intermediate,False,False
5728,29/10/2005,E,High,Okay,High,Intermediate,True,False
2268,17/10/2005,C,High,Bad,Average,Intermediate,False,False
6567,25/10/2005,B,Low,Great,Average,Okay,False,False
3364,05/10/2005,E,Low,Okay,High,Great,False,False
6253,03/10/2005,D,Average,Intermediate,Average,Exceptional,True,False
3693,25/10/2005,A,Low,Intermediate,Average,Intermediate,False,True
3165,06/10/2005,C,Average,Exceptional,High,Great,False,False
1632,02/10/2005,C,Low,Okay,Low,Bad,True,False
2477,23/10/2005,E,Average,Bad,High,Intermediate,False,False
4183,29/10/2005,A,Low,Great,Average,Intermediate,False,False
6537,08/10/2005,A,Low,Intermediate,Average,Exceptional,False,False
3190,03/10/2005,D,High,Bad,High,Intermediate,True,False
8639,20/10/2005,E,High,Great,Low,Great,False,True
5223,19/10/2005,A,High,Bad,High,Intermediate,True,False
6754,22/10/2005,D,Low,Intermediate,Low,Great,True,False
1942,14/10/2005,B,Low,Bad,High,Bad,False,True
5534,15/10/2005,D,Low,Intermediate,High,Great,False,False
3896,11/10/2005,B,Average,Okay,Average,Exceptional,True,False
9968,17/10/2005,E,Average,Bad,High,Great,False,False
5196,16/10/2005,A,High,Okay,High,Bad,True,False
9420,05/10/2005,B,Average,Exceptional,Average,Intermediate,True,False
4441,13/10/2005,E,High,Intermediate,Low,Bad,False,False
6049,08/10/2005,A,Low,Bad,Average,Bad,False,True
1866,19/10/2005,A,High,Okay,Low,Okay,False,True
4712,07/10/2005,E,Low,Intermediate,Average,Exceptional,False,False
216,11/10/2005,E,High,Exceptional,Average,Exceptional,False,True
1515,05/10/2005,D,Low,Great,Low,Exceptional,True,False
8397,07/10/2005,E,Average,Great,High,Intermediate,False,False
2294,30/10/2005,A,Low,Intermediate,Average,Intermediate,False,True
119,08/10/2005,B,High,Great,High,Exceptional,True,False
7588,18/10/2005,A,Average,Bad,Low,Intermediate,False,False
6190,02/10/2005,D,Low,Okay,High,Intermediate,False,False
9126,26/10/2005,A,Average,Exceptional,Average,Intermediate,True,False
2563,13/10/2005,B,Low,Bad,High,Exceptional,False,False
11,10/10/2005,D,Low,Okay,Average,Bad,False,False
9187,18/10/2005,D,High,Intermediate,High,Bad,True,False
877,03/10/2005,A,High,Intermediate,Average,Intermediate,False,True
2831,08/10/2005,C,Low,Great,Average,Great,False,True
3459,26/10/2005,D,High,Intermediate,High,Great,True,False
8451,26/10/2005,C,High,Okay,Average,Exceptional,False,False
1344,02/10/2005,B,Low,Intermediate,Low,Bad,True,False
2319,01/10/2005,A,Low,Bad,High,Great,False,False
2873,18/10/2005,C,High,Bad,Average,Exceptional,False,False
9570,23/10/2005,A,Average,Bad,Low,Okay,False,False
5348,23/10/2005,E,Low,Great,Low,Bad,True,False
